EventCode,EventType,OpCode,RecordNumber,"_time","anonymized_DomainControllerName",source,"source_workstation",sourcetype,user
4776,0,Info,1074540844,"2016-09-28T21:51:19.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293075059,"2016-09-28T22:38:49.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074644962,"2016-09-28T22:50:47.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074687778,"2016-09-28T23:18:44.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074701557,"2016-09-28T23:29:27.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074726881,"2016-09-28T23:39:30.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074747258,"2016-09-28T23:51:02.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293150367,"2016-09-28T23:51:33.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293165691,"2016-09-29T00:06:47.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293169867,"2016-09-29T00:10:47.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074777650,"2016-09-29T00:13:38.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293174704,"2016-09-29T00:15:33.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074780910,"2016-09-29T00:16:49.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074781466,"2016-09-29T00:17:30.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293181663,"2016-09-29T00:23:00.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293187569,"2016-09-29T00:29:07.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293193196,"2016-09-29T00:35:00.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293197031,"2016-09-29T00:37:37.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074810269,"2016-09-29T00:45:02.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074810397,"2016-09-29T00:45:07.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074820710,"2016-09-29T00:53:02.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293218077,"2016-09-29T00:58:47.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293258844,"2016-09-29T01:37:33.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074889477,"2016-09-29T01:41:02.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293270317,"2016-09-29T01:48:48.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293278540,"2016-09-29T01:57:30.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1074912627,"2016-09-29T01:59:37.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293318946,"2016-09-29T02:35:04.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293333045,"2016-09-29T02:46:53.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1075050652,"2016-09-29T03:02:52.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1075078920,"2016-09-29T03:18:45.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1075145960,"2016-09-29T04:07:04.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293432653,"2016-09-29T04:17:42.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1075159603,"2016-09-29T04:19:07.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293435780,"2016-09-29T04:20:52.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293436328,"2016-09-29T04:21:31.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,1075162174,"2016-09-29T04:21:34.000-0700","anon_DomainControllerName_4","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293448938,"2016-09-29T04:33:28.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293453006,"2016-09-29T04:37:20.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293477300,"2016-09-29T04:59:18.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293481340,"2016-09-29T05:02:53.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
4776,0,Info,293487255,"2016-09-29T05:08:52.000-0700","anon_DomainControllerName_5","WinEventLog:Security",workstation1,"WinEventLog:Security",bob
