"_time",source,sourcetype,EventCode,EventType,RecordNumber,OpCode,Message,"anonymized_ComputerName"
"2016-08-29T12:52:24.000-0700","WinEventLog:System","WinEventLog:System",20001,4,102062,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{101D6467-7341-11E5-80E0-005056BD58CA}#0000000008010000 with the following status: 0x0.","anon_ComputerName_4"
"2016-08-29T12:52:25.000-0700","WinEventLog:System","WinEventLog:System",20001,4,102069,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{101D6466-7341-11E5-80E0-005056BD58CA}#0000000008010000 with the following status: 0x0.","anon_ComputerName_4"
"2016-08-29T14:17:48.000-0700","WinEventLog:System","WinEventLog:System",20001,4,132937,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8D2E0165-75E4-11E5-80E1-0050569501D2}#0000000008010000 with the following status: 0x0.","anon_ComputerName_2"
"2016-08-29T14:30:09.000-0700","WinEventLog:System","WinEventLog:System",20001,4,92733,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A418-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
"2016-08-29T14:30:10.000-0700","WinEventLog:System","WinEventLog:System",20001,4,92740,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A419-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
"2016-08-29T16:07:02.000-0700","WinEventLog:System","WinEventLog:System",20001,4,565638,Info,"Driver Management concluded the process to install driver nettun.inf_amd64_39a76f4fea741eb0\nettun.inf for Device Instance ID SWD\IP_TUNNEL_VBUS\ISATAP_0 with the following status: 0x0.","anon_ComputerName_11"
"2016-08-29T23:27:43.000-0700","WinEventLog:System","WinEventLog:System",20001,4,92851,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A418-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
"2016-08-29T23:27:44.000-0700","WinEventLog:System","WinEventLog:System",20001,4,92856,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A419-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
"2016-08-30T01:36:51.000-0700","WinEventLog:System","WinEventLog:System",20001,4,93203,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A418-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
"2016-08-30T01:36:53.000-0700","WinEventLog:System","WinEventLog:System",20001,4,93210,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A419-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
"2016-08-30T01:36:54.000-0700","WinEventLog:System","WinEventLog:System",20001,4,93224,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A419-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
"2016-08-30T01:36:54.000-0700","WinEventLog:System","WinEventLog:System",20001,4,93219,Info,"Driver Management concluded the process to install driver wpdfs.inf_amd64_0e729876a834cfea\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\{8444A418-75E4-11E5-80E1-005056957DCE}#0000000008010000 with the following status: 0x0.","anon_ComputerName_3"
